mention_id,song_id,brand_id,brand_alias,context,char_start,char_end,sentiment,detection_method,mention_count,context_len,gold_label,sent_pos,sent_neg
5228,11040522,24,rollie,i go to bed in a rollie wake up i jump in my lamb and im smashin i go outside in the patek millions of bands reload it,1015,1021,negative,nlp_regex_ner,3,118,1,0,1
5229,11040528,7,ysl,i been gettin guap for a long time im from philly but its still free slime ysl yves saint laurent heard that bitch wan lay up,829,832,negative,nlp_regex_ner,2,125,1,0,1
5230,11056848,61,chucks,intro 50 cent the notorious big come let me show you the ropes chucks come with the locs drums come with the dope guns come with the smoke bang i just want the paper i just want the paper gun smoke gun smoke verse 1 50 cent the notorious big they say he a big stepper im just sayin i am not the type to get stepped on i aint got a big weapon glock 17 with the switch but the clip long i aint finna play wit,63,69,negative,nlp_regex_ner,1,406,1,0,1
5231,11085565,2,louis v,see me when you see me know my love expensive louis v me when you see me if you adore me then dior me you cant marry me if you can not admire me and we been talking bout this topic way too often,46,53,negative,nlp_regex_ner,1,194,1,0,1
5232,11085565,5,dior,see me when you see me know my love expensive louis v me when you see me if you adore me then dior me you cant marry me if you can not admire me and we been talking bout this topic way too often,94,98,negative,nlp_regex_ner,1,194,1,0,1
5233,11086637,59,maybach,i just caught me a body told nobody hope my bodyll never get tired of fightin nigga lets do it young nigga like a young bull got a heart like rocky that aint my mans nigga got at dave and i heard that flunky pop him i aint playin games in the maybach hittin on the gas you get behind me these niggas lame ima paint my nails and paint my face like hardy youngboy ed for to knock out the brains hit head they gon call up the feds when i get on his ass bout what he done said can you tie my shoes can you drive my coupe,1062,1069,negative,nlp_regex_ner,1,516,1,0,1
5234,11086696,11,patek,i dont need no stress rollie up first and the patek up next hatin ass nigga,101,106,positive,nlp_regex_ner,2,75,2,1,0
5235,11086696,24,rollie,i dont need no stress rollie up first and the patek up next hatin ass nigga,77,83,positive,nlp_regex_ner,2,75,2,1,0
5236,11087070,7,saint laurent,my bank say bm 9 with a hundred shots on the bottom let it off soon as we see em bitch wan be my bm 3 wan meet them vultures im gon act an ass inside this foreign soon as i lift the sport get so fresh put on that saint laurent just like saint laurent switches bags and most it got a scope all these cryptic guns this shit out of hand this shit out of hand stuff two hundred thousand in both bags my pockets hurt my hands car note aston martin thats exactly how im feelin do em tall they talkin investments please dont tell me thats for bentley hideaway you would think that shit spillin spillin and drippin florida water gotta go way back to the north to get this swag this shit is not for order you gotta go way back to the north to rap like this to trap like this smack that bitch i aint even gotta be round that bag gon give you this shit double jump,702,715,negative,nlp_regex_ner,2,853,1,0,1
5237,11090161,3,gucci,i was locked in like some dreads they was screaming free me like im gucci mane got money on my mind money on my brain always gon be rich shoutout rich gang long live quan that gave me real pain my bitch a scientist she study dick skeet off in mariah i aint lying shit cookin in the studio im frying shit im having more money than a zionist,1005,1010,negative,nlp_regex_ner,1,339,1,0,1
5238,11090805,10,versace,yeah black versace shades one million for a car i just hope that it dont break i say baby see these chains i got on i say baby,86,93,positive,nlp_regex_ner,1,126,2,1,0
5239,11094536,57,yeezy,i got it yeezy look yall got me fuckd up niggas with their antics like i lucked up look well nigga,332,337,positive,nlp_regex_ner,1,98,2,1,0
5240,11131427,59,maybach,yeah big maybach,233,240,positive,nlp_regex_ner,1,16,1,1,0
5241,11146168,42,omega,huh we survived outside all from the music nigga what they like what he on its the alpha and omega bitch welcome home this is not a song this a revlation how to get a nigga gone,476,481,negative,nlp_regex_ner,1,177,1,0,1
5242,11146179,61,cons,que reflejan tu mirada la noche t y yo i got this fire burnin in me from within concentrated thoughts on who i used to be im sheddin skin every day a new version of me a third of me demented cemented in pain juggling the pros and cons of fame i dont know how to make friends im a lonely soul i recollect this isolation i was four years old truth be told ive been battling myself tryna navigate the real and fake cynical about the judgement day i did past life regression last year,230,234,positive,nlp_regex_ner,1,480,2,1,0
5243,11146533,3,gucci,gucci atlanta records asylum whats happenin its gucci mane nigga q does a rap on that one chyea how i do on that q i held that down though big you know what i mean haha,0,5,negative,nlp_regex_ner,2,168,1,0,1
5244,11146533,3,gucci,i make music man voicebox of the community street reporter to the hood my daughter gonna be called gucci winfrey not oprah winfrey magonna not madonna imma go ham on this shit right here i like to get money beat boy for real,377,382,negative,nlp_regex_ner,1,224,1,0,1
5245,11172137,14,bottega,yeah look csick umbrella shorts on me symbol im winning i front on you niggas i started the ending the cars been sending my ex bitch playing xgames in the bars are spinning my dogs are winning my bros are winning im straight to the cleaner the clothes are linen the checks are bigger and look at them bitches the os the ending and look at my bottega slippers im wearing feel like im bouncing on clouds when i get by the ounce of the loud i smoke and im high,342,349,positive,nlp_regex_ner,1,457,2,1,0
5246,11212645,8,cartier,huh only crash what deserved is the cartier,718,725,negative,nlp_regex_ner,1,43,1,0,1
5247,11225597,36,guess,coz i was dead uh uh coz i was dead who knows whats left of me ill guess got a brain full of maggots and they are eating the rest bacterias and fungies on my chest,461,466,negative,nlp_regex_ner,1,163,1,0,1
5248,11246052,24,rolex,ohh yeahyeah ay shawty remind me of a bad bitch from the nineties good sex and the rolex and a time piece i can never play her like a side piece i can never try to do her grimey gotta keep her beside me moving through the city and im cruising tying up the loose ends having wet dreams dreaming lucid feel like i got caught by one of them goddamn darts thats from cupid,93,98,negative,nlp_regex_ner,1,368,1,0,1
5249,11292888,24,rollie,a perrear te olvidaste de m la seguiste normal normal despu que te lo hice bien ahora quiere portarte mal ey trajecito sin panty escuchando viejera de plan b hey shorty de jowell y randy subiendo storie twerkeando como cardi juguetito y ninguno dice andy una mueca buscando un ap si no un rollie si no un carti que me la chingue en el parking uas eyelash fotito con ms flash eh si va a ensearme ese culo que sea en persona yo,568,574,negative,nlp_regex_ner,1,425,1,0,1
5250,11318762,7,saint laurent,either okay i was drivin up to shangrila to get my meditation on i was thinkin lamb of god she was thinkin saint laurent,287,300,negative,nlp_regex_ner,1,120,1,0,1
5251,11339836,10,versace,and i know youre saying that that my favorite nw and no matter how cant seem to do wrong its like the all of yall faded then all of yall cant get on all of yall cant get on uh no all of yall cant get none with the on johnny dang had a jeweler they with the franck muller dont do the versace with the medusa bout to do some i used to just be a producer now i got all juiced up steroids got juiced up gotta do stuff my got the yeezys got boozed up cant do none they dont do much they say im doin just too much more niggas that dont do much always sayin im doin too much too much for who too much for love too much for school i dont need to learn i got my own im back for back in the room back in the and down for the rules remember this song,861,868,negative,nlp_regex_ner,1,739,1,0,1
5252,11340434,2,louis,followin our bus from new orleans to orlando all the way to st louis and back up to chicago everywhere we go every lobby of every hotel never fails come rain hail sleet or snow its twenty below there she goes standin in the cold hardly any clothes a groupie thirty yearsold every afterparty just hopin one of us will show first come first serve off to the room you go from city to city you can watch your reputation grow then you wanna know why youre treated like a ho but tonight its your world,1022,1027,negative,nlp_regex_ner,1,495,1,0,1
5253,11369386,2,louis,know im the money they tryn keep the money safe dont even want louis want hundred dracs i done did a race to see twotwenty k chrome heart on my rollie might flood the face count rackies i wake up right on em,779,784,positive,nlp_regex_ner,1,207,2,1,0
5254,11369386,24,rollie,know im the money they tryn keep the money safe dont even want louis want hundred dracs i done did a race to see twotwenty k chrome heart on my rollie might flood the face count rackies i wake up right on em,860,866,positive,nlp_regex_ner,1,207,2,1,0
5255,11374655,11,patek,i made in a day antisocial i need my space board the g5 with somebody bae lambo urus cost three hundred k five hundred k thats what i spent on a rollie and patek and audemar face chrome heart belt with the glock on my waist,213,218,negative,nlp_regex_ner,1,223,1,0,1
5256,11374655,24,rollie,i made in a day antisocial i need my space board the g5 with somebody bae lambo urus cost three hundred k five hundred k thats what i spent on a rollie and patek and audemar face chrome heart belt with the glock on my waist,202,208,negative,nlp_regex_ner,1,223,1,0,1
